created_date,hashtags,num_hashtags,tweet_length,tweet_text,group,token_count,split_count,token_diff
2020-08-30 12:41:40,WearAMask,1,120,"When hearing stories from students who have lost multiple family members to COVID, my heart breaks for them 💔 #WearAMask",promask,22,20,2
2020-08-30 12:40:31,,0,140,My wife hates me and I have so much small dick energy that I will harass low level employees who have no other choi… https://t.co/eGY5YaB9o2,promask,26,25,1
2020-08-30 12:40:27,goodtosee stevejones qualifying doesnotmakemefeelsobad coronavirus wearamask keepsafe,7,133,#goodtosee #stevejones struggling with his mask on @F1 #qualifying on @C4F1 #doesnotmakemefeelsobad #coronavirus #wearamask #keepsafe,promask,22,15,7
2020-08-30 12:40:24,SundayMorning grateful faith sundaybest SundayThoughts Blessings sundayvibes,7,137,Happy Sunday and GOD BLESS!! #SundayMorning #grateful #faith #sundaybest #SundayThoughts #Blessings #sundayvibes… https://t.co/YMvWyYC8Y7,promask,23,13,10
2020-08-30 12:38:28,,0,140,"@eburkhal @mnw1023 @HenryMurillo @Rickyprep @UIL @statesman I didn’t call her an idiot, I said the statement was id… https://t.co/PNimNwkHjm",promask,23,19,4
2020-08-30 12:37:38,StayHome WearAMask Millinockett,3,124,One wedding. In a rural county that previously had a dozen cases. #StayHome #WearAMask #Millinockett https://t.co/MuDwa7WufO,promask,21,16,5
2020-08-30 12:37:22,Munich FlattenTheCurve WearAMask,3,140,"And looking at the numbers in #Munich, it’s also time to #FlattenTheCurve and #WearAMask😷. High time. There’s no Ok… https://t.co/lRCTKFKndI",promask,30,20,10
2020-08-30 12:37:18,WearAMask,1,144,"WHO #WearAMask challenge!
By wearing a mask, you are sending a message of solidarity &amp; protecting other people, esp… https://t.co/8sq93XawmP",promask,28,20,8
2020-08-30 12:37:07,,0,139,@senatemajldr We need a leader who can walk and chew gum at the same time. trump is incapable of seeing beyond the… https://t.co/CTc25PJgiV,promask,25,23,2
2020-08-30 12:36:38,Sheriff COVID FondduLacCounty,3,140,"Since #Sheriff Ryan Waldschmidt issued his July 31 press release, the number of #COVID cases in #FondduLacCounty ha… https://t.co/4aeCvDFHUu",promask,24,19,5
2020-08-30 12:36:20,,0,144,"My son was born with half of a heart &amp; his O2 sits between 75-88, far lower than what you live off of, and he wears… https://t.co/Fgx4i8nEgV",promask,34,27,7
2020-08-30 12:36:18,,0,140,@herschmd @fred_guttenberg Drs and nurses have not died or lacked oxygen wearing masks for hour upon hours for deca… https://t.co/WMwRLDVroG,promask,21,20,1
2020-08-30 12:35:10,USA coronavirus COVID19 WearAMask health safety,6,131,"America, (THIS) what the rest of the world is seeing. #USA #coronavirus #COVID19 #WearAMask #health #safety https://t.co/XUZT85hIjv",promask,27,17,10
2020-08-30 12:35:05,,0,140,"@JonLemire Duh...
That's how infectious diseases work.

It's not complicated.

Viruses need 'food'; people are food… https://t.co/Z3g3lnUpjJ",promask,29,17,12
2020-08-30 12:33:33,COVID19India AndhraPradesh WearAMask,3,132,"#COVID19India 

#AndhraPradesh

New Cases - 10,603
Active Cases - 99,129
Total Cases - 4,24,767

#WearAMask… https://t.co/NbQcOzEKgy",promask,25,16,9
2020-08-30 12:33:21,TheGoodBook SundayMorning,2,125,"Endeavouring to keep the unity of the Spirit in the bond of peace 🙏🏾🙏🏾🙏🏾
#TheGoodBook
#SundayMorning… https://t.co/WOakP3Hx7u",promask,27,17,10
2020-08-30 12:30:50,wearamask,1,83,"#wearamask
And the challenge goes out to all who can in S1! https://t.co/ekEATlHAqc",promask,16,13,3
2020-08-30 12:30:48,WearAMask trumpstupidity listentothescience,3,139,#WearAMask #trumpstupidity #listentothescience don’t listen to the CDC they are now in the pocket of the president. https://t.co/PwHfDrfcmy,promask,23,18,5
2020-08-30 12:30:28,WearAMask,1,140,"With all the focus on #WearAMask, - disappointed to hear from a distressed friend with immune issues, who shopped e… https://t.co/o5y4SUNNQG",promask,25,21,4
2020-08-30 12:30:13,,0,140,"Seeing the freedom demo reminds me of years ago when we discovered that smoking kills. 
It was difficult but millio… https://t.co/PolJTCHNHp",promask,24,21,3
2020-08-30 12:29:55,TrumpViolence,1,135,Hello @Walmart I hope you are paying employees extra?! Where are the off duty cops?! Security?! #TrumpViolence… https://t.co/NPRBdieHJM,promask,26,18,8
2020-08-30 12:29:47,HairyBaby WearAMask,2,130,👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻THIS THOUGH #HairyBaby #WearAMask yeah yeah I love these though always have always will… https://t.co/5EfBfQjePj,promask,35,15,20
2020-08-30 12:28:49,WearAMask,1,135,(6/6) Have more questions about how to #WearAMask &amp; clean it? Be sure to check out @CDCgov’s overview here: https://t.co/2kqpOJUEJE,promask,28,20,8
2020-08-30 12:28:48,WearAMask,1,140,"(3/6) When you #WearAMask, be sure to do so correctly. Both your nose and mouth should be covered. Your mask should… https://t.co/QLheZh1v5v",promask,29,22,7
2020-08-30 12:28:48,WearAMask,1,132,"(2/6) There are a lot of different masks out there today. When you #WearAMask, follow these do’s and don’ts! https://t.co/EyUqJ9lL8d",promask,27,20,7
2020-08-30 12:27:49,WearAMask COVID19,2,112,"I got this dashing face covering made to keep me and others safe ☺️
#WearAMask 
#COVID19 https://t.co/JbFVX9fobw",promask,22,17,5
2020-08-30 12:27:38,,0,140,Like Duh unless yer a cheater republican racist too and cruel hearted needing a daddy dicktater to tell you when to… https://t.co/Cka6HWT8Gr,promask,23,22,1
2020-08-30 12:25:01,SundayMotivation WearAMask,2,144,"Easy #SundayMotivation!
#WearAMask &amp; be
Sympathetic
Understanding
Never giving up
Devoted
Appreciative
Youthful
(Re… https://t.co/GbjBFMFdZT",promask,30,15,15
2020-08-30 12:24:11,WearAMask itstherightthing,2,86,I wear a mask because I love you. Please wear one for me. #WearAMask #itstherightthing,promask,19,15,4
2020-08-30 12:24:04,WearAMask ventilation,2,120,Here is how safe shared indoor spaces like offices and classrooms are...😬#WearAMask #ventilation https://t.co/srpUgbm5QM,promask,18,14,4
2020-08-30 12:23:00,catboxsunday felinechairthief,2,143,"Happy #catboxsunday I’m a #felinechairthief today😻waiting for mom to sit down, so I can get on her lap &amp; watch @F1… https://t.co/qBqkfA8RXs",promask,31,22,9
2020-08-30 12:22:28,keepworldclean,1,140,"#keepworldclean 
Please keep clean the oceans and forests 🌳It’s so important!
✅Reuse the products 
✅Always do recyc… https://t.co/WdCs7e2Fsg",promask,28,18,10
2020-08-30 12:20:09,win wearamask,2,107,Ive just entered to win family masks worth £65 with @kensingtonmums #win #wearamask https://t.co/izmlyBfeBo,promask,18,14,4
2020-08-30 12:19:57,,0,144,"Don't forget to tune in this evening, 6-8p, CST on https://t.co/2DsLktqYS4 &amp; 89.3 FM in Dallas. Good Native music p… https://t.co/0WwCR24h2f",promask,30,21,9
2020-08-30 12:19:34,,0,147,"@CEO 185,000 ppl would be alive rn, if not for COVID-19, &amp;:

-an idiotic &amp; self-serving Chinese gov't
-an idiotic,… https://t.co/v2XKWsU87g",promask,35,21,14
2020-08-30 12:17:31,,0,140,Driver not wearing a mask. Rider without a mask is leaning over the protective barrier to converse with driver. Dri… https://t.co/QQrQGKUZ87,promask,24,21,3
2020-08-30 12:16:57,,0,140,"According to the CDC, only 6% of COVID-19 deaths were solely from COVID-19 alone, meaning 94% of the people who die… https://t.co/zB8mHogUJZ",promask,27,22,5
2020-08-30 12:16:27,,0,140,"Attention Anti-Maskers:

You DON'T have the right to put my life at risk.
You DON'T have the right to put my friend… https://t.co/MWE8pECf9G",promask,31,23,8
2020-08-30 12:15:44,,0,140,@CNN Are you repeatedly re-posting this article I’ve seen now for days? What is your angle???? As a teacher and a p… https://t.co/bL5TfzVKKs,promask,32,23,9
2020-08-30 12:14:35,pandemic WearAMask,2,139,"Don’t feed the #pandemic ❌
Even if you don’t feel sick you still could be infecting those close to you.
#WearAMask… https://t.co/YOXr5FI7Sc",promask,30,22,8
2020-08-30 12:13:51,COVIDIDIOTS MotherNature WearAMask,3,115,who needs a virus to take down humanity when we so good at doing it ourselves.#COVIDIDIOTS #MotherNature #WearAMask,promask,20,18,2
2020-08-30 12:12:54,coffeetime lifetips WearAMask,3,126,"Good Morning!! Never take coffee for granted. Have a blessed Sunday!!
#coffeetime #lifetips #WearAMask https://t.co/HKVrnSiV3d",promask,24,15,9
2020-08-30 12:11:45,vote Trumpers COVID WearAMask TrumpFailure BidenHarris2020,6,126,Vote this behavior out this November. #vote #Trumpers #COVID #WearAMask #TrumpFailure #BidenHarris2020 https://t.co/2isOGDpWRm,promask,20,13,7
2020-08-30 12:11:44,COVID19 WearAMask,2,80,"Wow! Folks, you do NOT want #COVID19 - please #WearAMask https://t.co/4ZFkh9Pml4",promask,15,11,4
2020-08-30 12:11:05,Clemson AllIn,2,144,Every SUNDAY we ask that the #Clemson Family show we still support &amp; care for All those who serve.  #AllIn         … https://t.co/awAiklxVRy,promask,29,22,7
2020-08-30 12:10:18,COVIDー19 WearAMask,2,140,#COVIDー19 rates among young adults likely high where you are too ... be careful #WearAMask and distance and stay ou… https://t.co/rlKZRRHWzf,promask,24,21,3
2020-08-30 12:10:10,,0,139,"@lumin8 Me too!  ran into one yesterday at Shoppers, I asked her to pull the mask up over her mouth and nose.  She… https://t.co/wj0XcaULma",promask,30,24,6
2020-08-30 12:09:56,,0,140,@BoerboelUK I’ll criticise this the same as I criticised the remoaners protest during Brexit. They are the minority… https://t.co/u8zlGsSzff,promask,22,19,3
2020-08-30 12:08:42,DonaldTrump HurricaneLaura mask WearAMask,4,133,So #DonaldTrump surveys the damage from #HurricaneLaura without wearing a #mask. And we wonder why so many refuse to #WearAMask  😡😡😡😡,promask,30,21,9
2020-08-30 12:08:15,WearAMask,1,113,Welcome to Trump’s America. That supervisor  deserves a BIG promotion @Walmart #WearAMask https://t.co/7b8LX5hrfh,promask,17,13,4
2020-08-30 12:07:30,WearAMask,1,129,"More guns, more death. Stop the insanity. We are all humans and need empathy and understanding #WearAMask https://t.co/CNHD7uDJ2x",promask,22,18,4
2020-08-30 12:07:11,GoodMorning Chicago beautiful sunrise LakeMichigan SundaySunrise ItsAmazingOutThere,7,132,"#GoodMorning #Chicago. 

Another #beautiful #sunrise on #LakeMichigan  

#SundaySunrise #ItsAmazingOutThere… https://t.co/06sCf9UcAT",promask,21,10,11
2020-08-30 12:06:53,,0,140,@OttawaCitizen Sadly the freedom they are demanding could give them death and take down many more innocent people a… https://t.co/oQnwVOvN5b,promask,21,20,1
2020-08-30 12:05:20,,0,140,Beginning to think Mom has just a tad too much time on her hands. (Don’t say anything—I’m kinda afraid of what she'… https://t.co/N1Qdw9iQpo,promask,30,23,7
2020-08-30 12:03:37,WearAMask,1,91,"A friend still claims COVID is overblown. No, it's not. 
#WearAMask https://t.co/MYUx3PAcgZ",promask,18,12,6
2020-08-30 12:03:25,YouAreNotAlone randomhearts,2,129,"Day 158 of let's drink a Coffee/Tea/... together ☕🍵

KR-Quote-Week 😉😄

#YouAreNotAlone #randomhearts ♠❤💛… https://t.co/LUdKB6HF57",promask,32,15,17
2020-08-30 12:02:14,schoolsback WearAMask,2,73,Every Teacher next week 😂 #schoolsback #WearAMask https://t.co/NzojQOl286,promask,10,8,2
2020-08-30 12:01:34,MAGA ratlicker WearAMask,3,112,You don’t have to be a crazy #MAGA white boy to be a #ratlicker but it helps! #WearAMask https://t.co/eh6FhSetwF,promask,24,19,5
2020-08-30 12:01:18,wearamask budapest publictransportation hungary,4,126,"They already looked like they had cute faces 😷🚋🇭🇺
#wearamask #budapest #publictransportation #hungary… https://t.co/fEGsvpqUrF",promask,23,14,9
2020-08-30 12:01:18,wearamask budapest publictransportation hungary,4,126,"They already looked like they had cute faces 😷🚋🇭🇺
#wearamask #budapest #publictransportation #hungary… https://t.co/Amx5AxGMeQ",promask,23,14,9
2020-08-30 12:01:08,WearAMask,1,40,"Just #WearAMask.
https://t.co/piPx3lsVt7",promask,6,3,3
2020-08-30 12:00:54,mask sold Virginia Thanks StaySafe,5,140,"Another 1 sz fits all #mask ""George's Mount Vernon"" #sold to a buyer from Lorton, #Virginia. Many #Thanks #StaySafe… https://t.co/JRePUKwIXo",promask,31,20,11
2020-08-30 12:00:40,,0,140,"you wouldn't take medical advice from your lawyer, would you? So why do so many take medical advice from a politici… https://t.co/rqpgVYn6N3",promask,26,22,4
2020-08-30 12:00:03,OakBluffs WearAMask,2,140,The #OakBluffs Open Market changes its hours to 10am-2pm starting today through the rest of the season - #WearAMask… https://t.co/ZsuMhXH7zA,promask,23,20,3
2020-08-30 12:00:02,WearAMask,1,130,"It's going to be a long winter, folks. Oh, and #WearAMask, so it's not a long spring too. Via @BostonGlobe https://t.co/u8mip17jWr",promask,29,21,8
2020-08-30 12:00:01,,0,139,Piper is ready to be adopted! She is a 5.5 year old lab mix and weighs 75 lbs. We are seeking a home with no other… https://t.co/35vsBfTaek,promask,30,27,3
2020-08-30 11:59:48,Ignorant MasklessMorons StormTheReichstag,3,140,"Easy to forget that there are #Ignorant #MasklessMorons all across the World

#StormTheReichstag? Really!?

Because… https://t.co/ykZvhz5Bvi",promask,25,16,9
2020-08-30 11:59:47,COVID19,1,139,"Was informed of two deaths in my extended family in Maharashtra due to #COVID19  last week

Both of them barely in… https://t.co/8KKkFE39Mt",promask,26,22,4
2020-08-30 11:59:08,WearAMask BeKind,2,137,Looking forward to being back in the classroom with @LboroGrammar and @LboroHigh Classicists! #WearAMask #BeKind… https://t.co/WFN4a2rjKU,promask,20,16,4
2020-08-30 11:57:18,FlattenTheCurve Munich WearAMask,3,128,"We need to #FlattenTheCurve , #Munich. Now. Fast. We have two weeks before the schools open. #WearAMask😷 https://t.co/A3C6csp9EM",promask,26,18,8
2020-08-30 11:56:15,SafeSchool WashYourHands SocialDistance WearAMask BeResponsible BeKind,6,131,"#SafeSchool = #WashYourHands + #SocialDistance + #WearAMask + #BeResponsible + #BeKind 

Looking after our… https://t.co/IKh1R2Vv6j",promask,23,15,8
2020-08-30 11:55:53,massage haircut yourusualtable,3,136,Got a massage from Bea and got my hairs did by the fantabulous krosetylerhair #massage #haircut #yourusualtable… https://t.co/Xqkigp5ISS,promask,22,18,4
2020-08-30 11:55:47,,0,140,.@arghavan_salles provided care for COVID patients in NYC and AZ. Main difference- how little the world seems to ca… https://t.co/aLEWglPODe,promask,22,20,2
2020-08-30 11:53:34,covidisreal,1,80,"@MagdaSzubanski Woohoo! You rock, girl! ❤❤❤ #covidisreal https://t.co/jHkjBqaxIa",promask,14,8,6
2020-08-30 11:53:20,WearAMask,1,144,We are out engaging with service users today making sure they know how important it is to #WearAMask &amp;giving them t… https://t.co/fvMjokLrtj,promask,25,22,3
2020-08-30 11:53:06,wearamask,1,71,#wearamask - make it fun and colour-coordinate. https://t.co/BtizhINjox,promask,12,8,4
2020-08-30 11:52:47,,0,140,@Louieblue This is reason why we have to wear them all the time working at hospital otherwise would have whole ward… https://t.co/i5CY5yoMIa,promask,23,22,1
2020-08-30 11:51:32,CanesFamUnited MIAMI,2,136,We might be headed to Retail Hell but thanks to @_beaubradbury we look GOOD on the way! #CanesFamUnited #MIAMI😷… https://t.co/x8M44vjNgj,promask,25,20,5
2020-08-30 11:50:30,,0,140,"The new gift that shows you care. 800+ irish face Mask Designs, Something for everyone at https://t.co/VMwvwjPWeH O… https://t.co/vxpTLeyUSY",promask,23,19,4
2020-08-30 11:48:54,,0,140,People like this man are the real degenerates. Not some woman with blue hair that wants basic respect. Not some tra… https://t.co/I7awIi6SHX,promask,25,22,3
2020-08-30 11:48:28,StaySafe WearAMask,2,76,A  ‘Passion ‘for climbers       #StaySafe #WearAMask https://t.co/pmgDnIGlXf,promask,13,7,6
2020-08-30 11:47:38,WearAMask,1,61,"So what...does it work? 😒

#WearAMask https://t.co/aH9G39yMyF",promask,12,7,5
2020-08-30 11:47:03,Twitter,1,139,"I need a new face mask, so I've decided to let #Twitter decide which @MiLB face mask I buy. 8 candidates have been… https://t.co/s5BZLh9KHS",promask,29,24,5
2020-08-30 11:46:39,Killarney covid19ireland WearAMask KeepYourDistance StayHomeSaveLives,5,133,"Stupid selfish fucking idiots.

#Killarney #covid19ireland 

#WearAMask #KeepYourDistance #StayHomeSaveLives… https://t.co/dej8d4xKJw",promask,19,10,9
2020-08-30 11:46:15,Mask Boston Massachusetts photography WearAMask,5,140,"latest #Mask sale via my RedBubble page...  ""Ye olde Oyster House"" #Boston #Massachusetts  #photography  #WearAMask… https://t.co/3uQcl9Jy0m",promask,29,16,13
2020-08-30 11:46:02,WearAMask,1,133,@RexChapman 🤣Here’s a tip for all those celebrating their birthdays 🎂 during mask 😷 wearing rules. #WearAMask https://t.co/5kdaapYXTS,promask,22,18,4
2020-08-30 11:44:08,,0,140,I don't undertand the purpose of waving an american flag or Trump 2020 flag at Canadian Parliament. If you really w… https://t.co/l3gflevhGU,promask,25,22,3
2020-08-30 11:44:06,WearAMask,1,68,@msmelanoma @JaestebanCBM @UDC_gal Thanks Marisol!! #WearAMask 😷🧑🏻‍🔬,promask,13,7,6
2020-08-30 11:43:54,WearAMask TheMeMeFacTory,2,130,"Be A Good Boy! 
@soul_katz @gairnok #WearAMask #TheMeMeFacTory 
@RealMrStaPuft @Meme20Factory @celt_memes… https://t.co/JNChapsDaL",promask,18,12,6
2020-08-30 11:43:49,WearAMask,1,137,Ron DeSantis sidelined his health department. Florida paid the price. it didn’t have to be this way.  #WearAMask… https://t.co/nLcyslVCBY,promask,26,19,7
2020-08-30 11:42:20,Malta COVID19Malta,2,140,"29-08-2020
#Malta

#COVID19Malta 
15 cases
69 Recoveries
1,909 Tests 

Totals
1,862 Recorded cases 
188,553 Tests
1… https://t.co/KX5AEvAKug",promask,33,17,16
2020-08-30 11:41:56,,0,139,"@MagdaSzubanski You’re the best, Magda! You bring us so much joy. And you talk so much sense. So happy you’ll keep… https://t.co/qlBfQNaH5J",promask,29,22,7
2020-08-30 11:41:49,trump notarolemodel,2,131,"No mask Trump.
Disrespectful of others he visits and interacts with.
Not impressed. 
#trump
#notarolemodel… https://t.co/U3BlNrC6X3",promask,26,16,10
2020-08-30 11:41:22,AntiMasking KBF COVIDIOTS WearAMask,4,135,Great thread on the series of quacks supporting #AntiMasking #KBF #COVIDIOTS #WearAMask https://t.co/4t4eoyIZzo https://t.co/j3mn7UFzET,promask,18,14,4
2020-08-30 11:39:56,win wearamask,2,107,Ive just entered to win family masks worth £65 with @kensingtonmums #win #wearamask https://t.co/53SP6r5lz0,promask,18,14,4
2020-08-30 11:39:54,OMS WearAMask,2,139,"I have already accepted this #OMS #WearAMask challenge, but here another photo with @MariaDMayan and @JaestebanCBM… https://t.co/CKifrgryAY",promask,21,17,4
2020-08-30 11:39:50,WearAMask,1,105,How To Clean Your N95 Mask Or Face Covering With Covid-19 Coronavirus #WearAMask  https://t.co/EhHdbuZEe9,promask,16,14,2
2020-08-30 11:38:59,,0,140,"With Unlock 4 Guidelines out, self safety is of utmost importance. Please wear a mask; maintain social distancing a… https://t.co/o1c2DWUYYE",promask,24,20,4
2020-08-30 11:38:44,,0,138,"""throwing more safety on the pile"" is probably a better way to describe the probability of events to your friends… https://t.co/iNR8Ba1pVi",promask,24,21,3
2020-08-30 11:38:23,football mask,2,127,understand this is a #football trial but WHY is no 1 wearing a #mask surely @BorisJohnson @MattHancock… https://t.co/fjUSWcXH7h,promask,21,18,3
2020-08-30 11:34:46,win wearamask,2,107,Ive just entered to win family masks worth £65 with @kensingtonmums #win #wearamask https://t.co/PLPPjmzPCf,promask,18,14,4
2020-08-30 11:32:36,,0,139,Together we can control the spread and open safely. Enforcement is key for those who don’t believe the rules apply… https://t.co/auqAJP3PWh,promask,24,21,3
2020-08-30 11:30:26,covidisreal,1,123,"@Ad_Simp Don't you feel that if you have to make a hashtag #covidisreal, you might be losing on the public relations front?",promask,26,22,4
2020-08-30 11:30:16,Tropical Preppy,2,135,Face Mask - #Tropical - Palm Tree - #Preppy Lilly Style - Aqua Blue Green on Black - 3 Layer - Cotton - Fitted… https://t.co/SXjSzomo2F,promask,28,25,3
2020-08-30 11:30:14,Kids Halloween Fall Facemask,4,139,#Kids Face Mask - #Halloween Candy Corn - Cotton - #Fall Orange Black Yellow - Fitted #Facemask - Child - Handmade… https://t.co/oki9Kj3fbi,promask,27,22,5
2020-08-30 11:29:45,BidenHarrisToSaveAmerica wearamask covidisreal,3,123,Now imagine If this lunatic had access to a gun.. #BidenHarrisToSaveAmerica #wearamask #covidisreal https://t.co/TaZehptduu,promask,18,14,4
2020-08-30 11:28:05,weekendstyle weekendsaway byebyesummer virgo helloseptember covid_19,6,132,Easy like Sunday Morning 😴... #weekendstyle #weekendsaway #🏖 #byebyesummer #virgo #helloseptember #covid_19… https://t.co/4Hj2wjMvvG,promask,22,13,9
2020-08-30 11:27:46,,0,140,"Once an Amish man was asked: 

'Are you a Christian?' 

His response was simple: 

'You'll have to ask my neighbor.… https://t.co/hk1Gre2GdU",promask,33,21,12
2020-08-30 11:27:35,,0,140,"Until we value human life above economic prowess, there will be no end to this. USA accounts for 1/5 of global infe… https://t.co/74nsbfeZST",promask,26,23,3
2020-08-30 11:24:41,WearAMask,1,90,Real Men #WearAMask U.S. Coast Guard Savannah lll @realDonaldTrump https://t.co/w2DGm8zODr,promask,11,10,1
2020-08-30 11:24:37,,0,140,"""puTtiNg oN a MAsK nOw iS liKe pUtTiNg on a cOnDOm aFtEr sEx. Hurr hurr""

Nah we've been raw dogging it, and now we… https://t.co/viVDAJgfgy",promask,32,25,7
2020-08-30 11:24:14,covidisreal,1,60,@MagdaSzubanski Please don’t go away!  And yes #covidisreal!,promask,13,8,5
2020-08-30 11:24:07,WearAMask,1,140,"@SmallStreamersC @SmallStreamersR Hey friends
#WearAMask 
And Check out our channel
https://t.co/13BsYiwfWA
Where w… https://t.co/3A4U1C6tEw",promask,20,14,6
2020-08-30 11:23:55,WearAMask,1,140,"@YoutubeCommuni3 @jon_fishing Hey friends
#WearAMask 
And Check out our channel
https://t.co/13BsYiwfWA
Where we dr… https://t.co/ES6g52pX7X",promask,21,15,6
2020-08-30 11:23:42,WearAMask,1,126,"@TubeGrowth @SupStreamers @SGH_RTs @SupStreamersRT4 Hey friends
#WearAMask 
And Check out our channel… https://t.co/mbTR5zhI8S",promask,17,13,4
2020-08-30 11:22:26,COVID19 WearAMask,2,117,Fascinating images from the 1918 pandemic on prevention of virus spread. #COVID19 #WearAMask  https://t.co/fou1bNAHoU,promask,18,14,4
2020-08-30 11:21:57,Autism SocialStory WearAMask,3,108,Really helpful Social Story for those that need them #Autism #SocialStory #WearAMask https://t.co/5ZRlGEHohK,promask,16,13,3
2020-08-30 11:21:28,,0,144,@DaveTulloch1 @GOVUK @LNER And masks not even being worn properly &amp; vulnerable ppl forced back to work to travel on… https://t.co/T7IokWqaGN,promask,24,21,3
2020-08-30 11:21:11,VOTE SocialDistance WearAMask WashHands,4,140,"Hello, FOOLS DON’T DESERVE GOV POWER, 65 DAYS TILL #VOTE. HELP People LIVE #SocialDistance #WearAMask #WashHands EM… https://t.co/dTGK7uLqbk",promask,26,18,8
2020-08-30 11:19:59,WearAMask,1,120,Amazon driver hits 73-year-old man in the face after being asked to #WearAMask... https://t.co/UFqu1yge6K via @YahooNews,promask,23,16,7
2020-08-30 11:18:10,WearAMask,1,75,"@tmprowell @GlopesMd Yes, long term hair loss is a problem🙋🏻‍♀️. #WearAMask",promask,17,11,6
2020-08-30 11:18:01,justwearamask WearAMask respectothers COVID19,4,140,Walmart workers don’t deserve this. This guy is just being a jerk. #justwearamask #WearAMask #respectothers #COVID19 https://t.co/yr4hd6qKex,promask,24,17,7
2020-08-30 11:17:17,,0,144,"@realDonaldTrump knows the difference between right &amp; wrong. He don't care. 8 months into this PANDEMIC, it's delib… https://t.co/5wowJDrScx",promask,27,19,8
2020-08-30 11:16:26,,0,140,"I saw on the news that a 1 year old in GA has died from COVID19. They noted he had preexisting conditions. This, th… https://t.co/oLaMYRVaT8",promask,29,25,4
2020-08-30 11:14:45,,0,140,"this dude thinks he has triggered me...lols :D

twatter is a game mate

but you talk pish and thats it.

you provid… https://t.co/4pgBJbRwXk",promask,31,23,8
2020-08-30 11:14:07,covidisreal,1,46,@MagdaSzubanski Love youse back 💕 #covidisreal,promask,7,6,1
2020-08-30 11:11:48,,0,140,"If @realDonaldTrump and @RandPaul think that YELLING is ""accosting"", they should wear masks (because the only thing… https://t.co/RQt8E2h8qt",promask,23,18,5
2020-08-30 11:11:38,loveya covidisreal somanypeopleloveyou,3,107,@MagdaSzubanski And I got one word to say to you @MagdaSzubanski  #loveya #covidisreal #somanypeopleloveyou,promask,18,14,4
2020-08-30 11:09:33,covidisreal istandwithdan,2,90,👏❤️ yes! Keep fighting the good fight. #covidisreal #istandwithdan https://t.co/xhF2MhG4EB,promask,16,10,6
2020-08-30 11:08:53,keepsmiling,1,133,@LucindasIreland There’s only one way and that’s the mask way! Smiley eyes are everything now♥️ #keepsmiling… https://t.co/4hhoN9trqp,promask,24,17,7
2020-08-30 11:08:38,covidisreal,1,134,Well done Magda. We need more to speak out and reinforce that our world has changed due to COVID. #covidisreal https://t.co/LOPWZYLK59,promask,24,21,3
2020-08-30 11:08:14,WHO OMS WearAMask,3,138,"From Portosín (Galicia), and wearing a face mask, I accept the challenge from #WHO #OMS #WearAMask and nominate ⁦… https://t.co/Xh5WMgkx10",promask,28,20,8
2020-08-30 11:07:46,,0,134,This dude just realized compies take away his rights... why you think they buy politicians? If you're made at… https://t.co/udegg7bT2v,promask,24,20,4
2020-08-30 11:06:23,MaskOn WearAMask COVIDー19 coronavirus funny,5,100,#MaskOn #WearAMask #COVIDー19 #coronavirus #funny (“masks can be deceiving “) https://t.co/coYM98XwyI,promask,19,11,8
2020-08-30 11:04:45,,0,140,"This is perfect for the bird lover
William Morris Strawberry Thief Bird Print Mask Reversible, Cloth Face Mask,  No… https://t.co/eQSlUAwcdV",promask,25,20,5
2020-08-30 11:03:13,,0,140,"Who let the dogs out?
Adult Doxies On Parade Reversible Face Mask, Triple Layers of fabric, Non-Medical Grade Reusa… https://t.co/vUT8Jm6B4y",promask,27,20,7
2020-08-30 11:02:46,COVID19,1,126,"Better yet, don't send your kids to the germ factories and create little super spreaders.
👇#COVID19 👇… https://t.co/3Yd52SFg1l",promask,25,18,7
2020-08-30 11:01:22,VOTE SocialDistance WearAMask WashHands,4,127,"Morn, FOOLS DON’T DESERVE GOV POWER, 65 DAYS TILL #VOTE. HELP People LIVE #SocialDistance #WearAMask #WashHands EMPOWER SUNday!",promask,26,18,8
2020-08-30 11:00:33,Autumm Fall,2,133,Love #Autumm ? Handmade Floral Face Mask Flowers - Cranberry Beige #Fall Winter Colors Cotton 3 Layer Fitted… https://t.co/Y7vCn21ft9,promask,22,19,3
2020-08-30 11:00:28,,0,134,I have to admit I have a strange fondness for Russian helicopters. How’s that for a DAS mod? Here’s a Hind at… https://t.co/sHCCsuRDnz,promask,28,23,5
2020-08-30 10:58:15,ppe wearamask medsupplydriveuk,3,98,"Answer in the comments: who do you wear a face covering for? 😷💙

#ppe #wearamask #medsupplydriveuk",promask,23,16,7
2020-08-30 10:56:51,,0,137,@saferprint @figstreetstudio @redsand2 @Moomii_Moo @BooksTransire @claudia_oltean @SJTurner_Author @shrewsmorris… https://t.co/e4wOdrTGOz,promask,10,9,1
2020-08-30 10:54:28,kevinsgonewild KarensGoneWild MaskOn,3,144,@RadioFreeTom @gorourke0812 OMG #kevinsgonewild &amp; #KarensGoneWild need to learn how to not politicize the #MaskOn m… https://t.co/2LBVZPzxnc,promask,23,17,6
2020-08-30 10:54:22,WearAMask,1,78,Good Morning World. It's a beautiful day to #WearAMask https://t.co/IFlPfqQJxl,promask,13,10,3
